-5.00E-02,-1.7,-1.7,20,60
-5.00E-02,-2.1,-2.1,20,-20
-5.00E-02,-1.9,-1.5,20,60
-5.00E-02,-1.9,-2.1,20,-20
-5.00E-02,-1.9,-1.7,20,60
-5.00E-02,-1.9,-2.1,20,-20
-5.00E-02,-1.9,-1.7,20,60
-5.00E-02,-1.9,-2.5,20,-20
-5.00E-02,-2.1,-1.7,20,60
-5.00E-02,-1.9,-2.3,20,-20
-5.00E-02,-2.1,-1.7,20,60
-5.00E-02,-2.1,-2.3,20,-20
-5.00E-02,-1.9,-1.7,20,60
-5.00E-02,-1.9,-2.3,20,-20
-5.00E-02,-1.5,-1.7,340,60
-5.00E-02,-1.9,-2.3,580,-20
-5.00E-02,-1.9,-1.5,580,380
-5.00E-02,-1.9,-2.1,580,340
-5.00E-02,-2.1,-1.3,580,660
-5.00E-02,-2.1,-2.1,580,540
-5.00E-02,-2.1,-1.7,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.9,-1.7,580,620
-5.00E-02,-1.9,-2.3,580,540
-5.00E-02,-1.9,-1.7,580,620
-5.00E-02,-1.9,-2.3,580,540
-5.00E-02,-1.7,-1.7,580,620
-5.00E-02,-1.9,-2.3,620,540
-5.00E-02,-1.9,-1.5,620,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.9,-2.1,580,540
-5.00E-02,-1.9,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.7,-2.1,620,540
-5.00E-02,-1.9,-1.5,580,620
-5.00E-02,-1.7,-2.1,620,540
-5.00E-02,-1.9,-1.5,580,620
-5.00E-02,-1.9,-2.1,540,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.5,-2.1,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.9,-1.5,580,620
-5.00E-02,-1.7,-2.1,580,540
-5.00E-02,-1.7,-1.5,620,620
-5.00E-02,-1.7,-1.9,580,540
-5.00E-02,-1.7,-1.5,580,620
-5.00E-02,-1.5,-1.9,580,540
